,지역(구),폐업연월,경양식,기타,김밥(도시락),까페,분식,뷔페식,식육(숯불구이),외국음식전문점(인도태국등),일식,정종/대포집/소주방,중국식,통닭(치킨),패밀리레스트랑,패스트푸드,한식,횟집
238,금천구,201909,0.0,0.0,0.0,0.0,4.87804878,16.66666667,3.125,0.0,0.0,0.0,5.555555556,3.191489362,0.0,0.0,4.452054795,0.0
239,금천구,201910,0.0,3.448275862,0.0,0.0,9.756097561,0.0,0.0,0.0,4.545454545,12.0,0.0,1.063829787,0.0,0.0,3.424657534,0.0
240,금천구,201911,0.0,0.0,0.0,8.333333333,4.87804878,0.0,6.25,0.0,4.545454545,4.0,0.0,1.063829787,0.0,0.0,2.397260274,0.0
241,금천구,201912,8.0,1.724137931,0.0,0.0,2.43902439,0.0,3.125,25.0,9.090909091,0.0,8.333333333,3.191489362,0.0,0.0,3.767123288,0.0
242,금천구,202001,0.0,0.0,0.0,0.0,4.87804878,0.0,6.25,0.0,0.0,4.0,0.0,5.319148936,0.0,20.0,4.794520548,0.0
264,노원구,201902,5.882352941,0.819672131,0.0,14.28571429,4.301075269,0.0,0.0,0.0,0.0,0.0,3.846153846,3.977272727,0.0,9.090909091,4.12371134,9.090909091
265,노원구,201903,11.76470588,5.737704918,0.0,14.28571429,8.602150538,0.0,0.0,0.0,6.976744186,0.0,3.846153846,5.113636364,0.0,18.18181818,6.18556701,9.090909091
266,노원구,201904,0.0,3.278688525,0.0,0.0,6.451612903,0.0,0.0,0.0,2.325581395,50.0,0.0,4.545454545,0.0,0.0,3.865979381,9.090909091
267,노원구,201905,0.0,1.639344262,25.0,7.142857143,1.075268817,0.0,0.0,0.0,4.651162791,0.0,0.0,3.977272727,0.0,0.0,3.608247423,9.090909091
268,노원구,201906,0.0,0.819672131,0.0,7.142857143,5.376344086,0.0,0.0,0.0,0.0,0.0,3.846153846,4.545454545,0.0,9.090909091,3.092783505,9.090909091
269,노원구,201907,2.941176471,2.459016393,0.0,0.0,4.301075269,0.0,0.0,33.33333333,2.325581395,0.0,0.0,3.977272727,0.0,0.0,2.06185567,0.0
270,노원구,201908,5.882352941,1.639344262,0.0,0.0,1.075268817,0.0,0.0,0.0,2.325581395,0.0,0.0,1.704545455,0.0,0.0,4.381443299,0.0
271,노원구,201909,0.0,2.459016393,0.0,0.0,4.301075269,0.0,0.0,0.0,6.976744186,0.0,0.0,2.840909091,0.0,0.0,2.835051546,0.0
272,노원구,201910,5.882352941,2.459016393,0.0,0.0,1.075268817,0.0,9.090909091,0.0,6.976744186,0.0,11.53846154,2.840909091,0.0,0.0,3.350515464,9.090909091
273,노원구,201911,2.941176471,4.098360656,0.0,0.0,7.52688172,0.0,9.090909091,0.0,2.325581395,0.0,3.846153846,4.545454545,0.0,0.0,4.12371134,0.0
274,노원구,201912,5.882352941,9.016393443,0.0,14.28571429,6.451612903,12.5,9.090909091,0.0,0.0,0.0,3.846153846,3.409090909,0.0,0.0,2.06185567,0.0
275,노원구,202001,0.0,2.459016393,0.0,0.0,4.301075269,0.0,9.090909091,0.0,4.651162791,0.0,0.0,1.704545455,0.0,0.0,2.577319588,0.0
297,도봉구,201902,0.0,0.0,0.0,18.75,0.0,0.0,0.0,0.0,3.846153846,0.0,6.666666667,3.174603175,0.0,16.66666667,2.666666667,0.0
298,도봉구,201903,0.0,2.43902439,0.0,6.25,1.538461538,0.0,5.0,0.0,0.0,0.0,13.33333333,1.587301587,0.0,0.0,4.333333333,0.0
299,도봉구,201904,7.142857143,7.317073171,0.0,0.0,4.615384615,0.0,10.0,0.0,7.692307692,0.0,6.666666667,1.587301587,0.0,16.66666667,4.0,0.0
300,도봉구,201905,7.142857143,2.43902439,0.0,6.25,1.538461538,0.0,0.0,0.0,0.0,0.0,0.0,1.587301587,0.0,0.0,5.0,0.0
301,도봉구,201906,3.571428571,2.43902439,16.66666667,6.25,1.538461538,0.0,0.0,0.0,3.846153846,0.0,0.0,3.968253968,0.0,0.0,4.0,0.0
302,도봉구,201907,3.571428571,4.87804878,16.66666667,0.0,1.538461538,0.0,0.0,0.0,7.692307692,0.0,6.666666667,3.968253968,0.0,0.0,3.333333333,0.0
303,도봉구,201908,10.71428571,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.793650794,0.0,0.0,2.0,0.0
304,도봉구,201909,7.142857143,0.0,0.0,6.25,3.076923077,0.0,0.0,20.0,3.846153846,0.0,0.0,1.587301587,0.0,0.0,3.333333333,0.0
305,도봉구,201910,3.571428571,0.0,0.0,0.0,3.076923077,0.0,5.0,0.0,0.0,16.66666667,6.666666667,3.174603175,0.0,0.0,4.333333333,0.0
306,도봉구,201911,0.0,2.43902439,0.0,6.25,1.538461538,0.0,0.0,0.0,0.0,16.66666667,0.0,2.380952381,0.0,16.66666667,2.0,0.0
307,도봉구,201912,7.142857143,7.317073171,0.0,0.0,1.538461538,0.0,0.0,20.0,11.53846154,0.0,6.666666667,3.968253968,0.0,0.0,4.333333333,20.0
308,도봉구,202001,3.571428571,2.43902439,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1.587301587,0.0,16.66666667,1.333333333,0.0
330,동대문구,201902,5.128205128,3.968253968,0.0,0.0,0.0,0.0,0.0,0.0,2.173913043,0.0,3.333333333,4.268292683,0.0,0.0,2.070393375,7.692307692
331,동대문구,201903,2.564102564,2.380952381,0.0,0.0,5.970149254,0.0,14.28571429,0.0,2.173913043,3.846153846,3.333333333,6.707317073,0.0,0.0,2.898550725,0.0
332,동대문구,201904,5.128205128,3.174603175,0.0,14.28571429,1.492537313,0.0,0.0,0.0,0.0,0.0,6.666666667,4.268292683,0.0,11.11111111,4.761904762,0.0
333,동대문구,201905,2.564102564,0.0,0.0,28.57142857,7.462686567,0.0,21.42857143,0.0,0.0,3.846153846,3.333333333,7.317073171,100.0,0.0,2.48447205,0.0
334,동대문구,201906,0.0,0.0,20.0,0.0,4.47761194,0.0,0.0,40.0,2.173913043,7.692307692,0.0,1.829268293,0.0,11.11111111,3.3126294,7.692307692
335,동대문구,201907,2.564102564,5.555555556,0.0,14.28571429,1.492537313,0.0,0.0,0.0,6.52173913,0.0,6.666666667,3.048780488,0.0,0.0,3.726708075,0.0
336,동대문구,201908,5.128205128,0.793650794,0.0,14.28571429,5.970149254,0.0,7.142857143,0.0,10.86956522,0.0,0.0,4.268292683,0.0,0.0,3.3126294,15.38461538
337,동대문구,201909,5.128205128,4.761904762,0.0,0.0,2.985074627,0.0,0.0,0.0,0.0,3.846153846,3.333333333,5.487804878,0.0,0.0,3.726708075,0.0
338,동대문구,201910,5.128205128,5.555555556,0.0,0.0,5.970149254,0.0,7.142857143,0.0,4.347826087,7.692307692,0.0,6.097560976,0.0,0.0,4.968944099,0.0
339,동대문구,201911,2.564102564,3.968253968,0.0,0.0,1.492537313,0.0,7.142857143,0.0,0.0,11.53846154,6.666666667,2.43902439,0.0,11.11111111,2.277432712,7.692307692
340,동대문구,201912,2.564102564,2.380952381,20.0,14.28571429,8.955223881,0.0,0.0,0.0,2.173913043,0.0,0.0,3.048780488,0.0,0.0,6.418219462,7.692307692
341,동대문구,202001,2.564102564,3.968253968,0.0,0.0,2.985074627,0.0,7.142857143,0.0,6.52173913,0.0,0.0,1.219512195,0.0,0.0,2.48447205,0.0
