,지역(구),폐업연월,경양식,기타,김밥(도시락),까페,분식,뷔페식,식육(숯불구이),외국음식전문점(인도태국등),일식,정종/대포집/소주방,중국식,통닭(치킨),패밀리레스트랑,패스트푸드,한식,횟집
149,관악구,202007,2.564102564,4.109589041,0.0,0.0,5.594405594,0.0,0.0,0.0,5.357142857,2.127659574,0.0,0.896860987,0.0,0.0,1.929824561,0.0
150,관악구,202008,4.273504274,4.109589041,0.0,0.0,5.594405594,9.090909091,7.407407407,6.666666667,0.0,14.89361702,5.882352941,4.035874439,0.0,0.0,1.754385965,16.66666667
151,관악구,202009,4.273504274,5.479452055,0.0,0.0,1.398601399,0.0,0.0,0.0,1.785714286,4.255319149,2.941176471,4.484304933,0.0,0.0,4.210526316,0.0
152,관악구,202010,0.854700855,4.109589041,0.0,5.882352941,4.895104895,0.0,7.407407407,6.666666667,1.785714286,6.382978723,2.941176471,3.587443946,0.0,0.0,4.035087719,0.0
153,관악구,202011,2.564102564,1.369863014,12.5,0.0,2.097902098,0.0,0.0,6.666666667,3.571428571,0.0,2.941176471,2.242152466,0.0,0.0,3.157894737,0.0
154,관악구,202012,4.273504274,0.0,0.0,0.0,3.496503497,9.090909091,0.0,0.0,1.785714286,2.127659574,0.0,0.896860987,0.0,0.0,4.210526316,0.0
155,관악구,202101,3.418803419,2.739726027,0.0,0.0,2.797202797,0.0,3.703703704,0.0,3.571428571,0.0,5.882352941,2.69058296,0.0,14.28571429,4.210526316,0.0
156,관악구,202102,1.709401709,2.739726027,0.0,0.0,1.398601399,0.0,3.703703704,0.0,3.571428571,0.0,0.0,0.448430493,0.0,0.0,3.157894737,0.0
157,관악구,202103,2.564102564,1.369863014,0.0,11.76470588,4.895104895,0.0,3.703703704,0.0,5.357142857,0.0,8.823529412,2.242152466,0.0,14.28571429,3.859649123,0.0
158,관악구,202104,3.418803419,6.849315068,0.0,0.0,2.797202797,0.0,0.0,0.0,3.571428571,6.382978723,5.882352941,3.139013453,0.0,0.0,5.614035088,0.0
159,관악구,202105,5.128205128,6.849315068,0.0,0.0,3.496503497,0.0,7.407407407,13.33333333,10.71428571,6.382978723,2.941176471,5.381165919,0.0,0.0,2.98245614,0.0
160,관악구,202106,5.982905983,2.739726027,0.0,0.0,5.594405594,0.0,0.0,0.0,1.785714286,2.127659574,11.76470588,2.69058296,0.0,0.0,3.859649123,8.333333333
161,관악구,202107,3.418803419,5.479452055,0.0,0.0,6.293706294,0.0,3.703703704,6.666666667,1.785714286,2.127659574,2.941176471,1.34529148,0.0,0.0,4.210526316,16.66666667
162,관악구,202108,5.128205128,4.109589041,12.5,5.882352941,6.293706294,9.090909091,3.703703704,13.33333333,0.0,2.127659574,2.941176471,4.035874439,0.0,0.0,2.98245614,0.0
163,관악구,202109,5.982905983,1.369863014,0.0,5.882352941,4.895104895,9.090909091,0.0,0.0,3.571428571,4.255319149,2.941176471,5.381165919,0.0,0.0,4.035087719,0.0
164,관악구,202110,0.0,0.0,0.0,0.0,0.699300699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.175438596,0.0
177,광진구,202002,2.777777778,2.0,0.0,0.0,5.357142857,0.0,0.0,0.0,2.898550725,0.0,0.0,1.785714286,0.0,0.0,2.261306533,0.0
178,광진구,202003,2.777777778,3.0,0.0,3.448275862,3.571428571,0.0,0.0,0.0,4.347826087,0.0,2.127659574,2.380952381,0.0,0.0,3.015075377,0.0
179,광진구,202004,5.555555556,2.0,0.0,3.448275862,1.785714286,0.0,0.0,0.0,1.449275362,0.0,0.0,4.166666667,0.0,0.0,1.75879397,0.0
180,광진구,202005,4.166666667,2.0,7.142857143,3.448275862,2.678571429,0.0,0.0,0.0,4.347826087,6.25,0.0,0.595238095,0.0,0.0,3.266331658,0.0
181,광진구,202006,1.388888889,1.0,7.142857143,6.896551724,0.892857143,0.0,0.0,0.0,1.449275362,0.0,6.382978723,1.19047619,0.0,0.0,2.010050251,0.0
182,광진구,202007,4.166666667,1.0,0.0,0.0,2.678571429,0.0,0.0,16.66666667,2.898550725,0.0,2.127659574,4.166666667,0.0,0.0,3.266331658,0.0
183,광진구,202008,2.777777778,6.0,7.142857143,3.448275862,1.785714286,0.0,0.0,0.0,5.797101449,12.5,2.127659574,0.595238095,0.0,0.0,2.010050251,0.0
184,광진구,202009,0.0,2.0,7.142857143,3.448275862,3.571428571,0.0,0.0,0.0,1.449275362,0.0,2.127659574,1.785714286,0.0,33.33333333,2.010050251,0.0
185,광진구,202010,4.166666667,4.0,0.0,0.0,2.678571429,0.0,0.0,0.0,1.449275362,0.0,4.255319149,5.357142857,0.0,0.0,4.271356784,0.0
186,광진구,202011,2.777777778,7.0,7.142857143,3.448275862,1.785714286,0.0,0.0,16.66666667,0.0,6.25,4.255319149,5.357142857,0.0,0.0,4.773869347,0.0
187,광진구,202012,6.944444444,4.0,7.142857143,0.0,7.142857143,0.0,0.0,0.0,2.898550725,18.75,2.127659574,1.785714286,50.0,0.0,5.527638191,0.0
188,광진구,202101,2.777777778,2.0,0.0,3.448275862,0.892857143,0.0,0.0,0.0,1.449275362,0.0,2.127659574,0.595238095,0.0,0.0,2.763819095,50.0
189,광진구,202102,1.388888889,1.0,0.0,0.0,3.571428571,0.0,0.0,16.66666667,4.347826087,0.0,0.0,1.785714286,0.0,0.0,1.75879397,0.0
190,광진구,202103,1.388888889,4.0,0.0,3.448275862,4.464285714,0.0,0.0,0.0,4.347826087,0.0,6.382978723,2.976190476,0.0,0.0,1.005025126,0.0
191,광진구,202104,1.388888889,8.0,0.0,0.0,4.464285714,40.0,0.0,16.66666667,8.695652174,6.25,6.382978723,5.952380952,0.0,0.0,6.281407035,0.0
192,광진구,202105,1.388888889,3.0,0.0,0.0,1.785714286,0.0,0.0,0.0,0.0,0.0,0.0,4.761904762,0.0,0.0,4.271356784,0.0
193,광진구,202106,4.166666667,5.0,0.0,3.448275862,3.571428571,0.0,0.0,0.0,2.898550725,0.0,0.0,2.380952381,0.0,0.0,2.512562814,0.0
194,광진구,202107,4.166666667,6.0,0.0,6.896551724,1.785714286,0.0,0.0,0.0,2.898550725,0.0,2.127659574,2.976190476,0.0,0.0,4.020100503,0.0
195,광진구,202108,2.777777778,5.0,7.142857143,3.448275862,1.785714286,0.0,0.0,0.0,2.898550725,12.5,4.255319149,0.595238095,0.0,0.0,2.010050251,50.0
196,광진구,202109,4.166666667,3.0,7.142857143,3.448275862,5.357142857,0.0,0.0,0.0,7.246376812,0.0,0.0,2.976190476,0.0,0.0,3.266331658,0.0
197,광진구,202110,1.388888889,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.251256281,0.0
210,구로구,202002,5.128205128,3.759398496,0.0,11.11111111,1.785714286,0.0,0.0,0.0,2.564102564,16.66666667,2.150537634,0.816326531,0.0,0.0,1.627486438,10.0
211,구로구,202003,5.128205128,1.503759398,0.0,0.0,0.892857143,0.0,0.0,0.0,5.128205128,0.0,3.225806452,1.632653061,0.0,7.692307692,2.169981917,0.0
212,구로구,202004,2.564102564,2.255639098,0.0,0.0,4.464285714,0.0,0.0,0.0,2.564102564,0.0,2.150537634,2.857142857,0.0,0.0,3.254972875,0.0
213,구로구,202005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2.564102564,0.0,1.075268817,2.040816327,0.0,0.0,1.084990958,0.0
214,구로구,202006,0.0,3.759398496,0.0,0.0,0.892857143,0.0,0.0,0.0,2.564102564,0.0,2.150537634,1.632653061,0.0,0.0,1.446654611,0.0
215,구로구,202007,2.564102564,3.007518797,0.0,0.0,8.928571429,20.0,0.0,20.0,0.0,16.66666667,4.301075269,3.673469388,0.0,7.692307692,5.063291139,20.0
216,구로구,202008,2.564102564,3.007518797,0.0,11.11111111,4.464285714,0.0,0.0,10.0,2.564102564,0.0,2.150537634,2.857142857,0.0,0.0,2.53164557,0.0
217,구로구,202009,2.564102564,3.007518797,0.0,0.0,0.892857143,0.0,0.0,0.0,5.128205128,0.0,2.150537634,1.224489796,0.0,0.0,2.350813743,0.0
218,구로구,202010,2.564102564,4.511278195,0.0,11.11111111,1.785714286,0.0,0.0,10.0,0.0,8.333333333,3.225806452,2.040816327,0.0,0.0,2.712477396,0.0
219,구로구,202011,5.128205128,1.503759398,0.0,0.0,3.571428571,0.0,0.0,0.0,2.564102564,0.0,1.075268817,4.081632653,0.0,0.0,3.435804702,10.0
220,구로구,202012,0.0,2.255639098,0.0,0.0,5.357142857,0.0,0.0,0.0,0.0,0.0,4.301075269,2.448979592,0.0,0.0,1.98915009,10.0
221,구로구,202101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.225806452,2.448979592,0.0,0.0,0.904159132,0.0
222,구로구,202102,2.564102564,3.759398496,0.0,0.0,1.785714286,40.0,100.0,0.0,2.564102564,0.0,0.0,0.0,0.0,7.692307692,1.627486438,0.0
223,구로구,202103,2.564102564,8.270676692,0.0,22.22222222,16.07142857,20.0,0.0,0.0,5.128205128,0.0,6.451612903,13.87755102,0.0,15.38461538,5.063291139,10.0
224,구로구,202104,7.692307692,4.511278195,0.0,0.0,2.678571429,0.0,0.0,0.0,10.25641026,0.0,4.301075269,5.714285714,0.0,0.0,5.244122966,0.0
225,구로구,202105,5.128205128,3.759398496,0.0,0.0,5.357142857,0.0,0.0,0.0,2.564102564,0.0,3.225806452,1.224489796,0.0,7.692307692,4.159132007,0.0
226,구로구,202106,2.564102564,2.255639098,20.0,0.0,1.785714286,0.0,0.0,10.0,2.564102564,0.0,5.376344086,2.857142857,0.0,0.0,3.074141049,0.0
227,구로구,202107,15.38461538,8.270676692,20.0,11.11111111,9.821428571,20.0,0.0,0.0,5.128205128,33.33333333,2.150537634,19.18367347,100.0,0.0,12.65822785,0.0
228,구로구,202108,0.0,2.255639098,0.0,0.0,1.785714286,0.0,0.0,0.0,2.564102564,0.0,4.301075269,0.408163265,0.0,0.0,3.616636528,0.0
229,구로구,202109,0.0,3.759398496,0.0,0.0,2.678571429,0.0,0.0,10.0,0.0,0.0,2.150537634,1.224489796,0.0,0.0,3.435804702,0.0
230,구로구,202110,0.0,1.503759398,0.0,0.0,0.892857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.692307692,0.180831826,0.0
243,금천구,202002,0.0,6.896551724,0.0,0.0,0.0,0.0,0.0,0.0,9.090909091,4.0,2.777777778,6.382978723,0.0,0.0,2.739726027,0.0
244,금천구,202003,0.0,8.620689655,0.0,0.0,0.0,0.0,3.125,25.0,0.0,0.0,0.0,3.191489362,0.0,0.0,2.739726027,14.28571429
245,금천구,202004,0.0,5.172413793,0.0,0.0,2.43902439,16.66666667,0.0,0.0,4.545454545,4.0,11.11111111,3.191489362,0.0,20.0,2.054794521,0.0
246,금천구,202005,0.0,5.172413793,0.0,0.0,2.43902439,0.0,0.0,0.0,9.090909091,0.0,2.777777778,3.191489362,0.0,0.0,1.369863014,0.0
